Mass (u)	Comp_1	Comp_2	Comp_3	Comp_4
0	0.022345145894790124	0.006422393473469495	0.003907776632089253	0.012452459950257627
1	1.3021682398587688	0.652544462470737	0.1977227827985437	0.2044315218945274
2	0.015620596175996865	0.007009770772542324	0.0022937679704781353	0.00453013969590037
3	0.0023097981809268925	0.0014065404962520292	0.0005181182955067494	0.010324922461351178
4	4.8539858151742934e-24	2.989561877852891e-49	0.0008486336103421886	0.012956713562141177
5	0.002335420062739481	0.0010282956042680074	0.0007081047024342701	0.010061125137530241
6	0.0033532506116852726	0.0009748064263201847	3.6346918404068904e-25	6.682941600399668e-300
7	0.009888768192551857	0.002759506882890666	1.9487053910433518e-09	2.0326296655220017e-07
8	0.0022909695055102243	0.0012795354953931029	3.58373722405502e-31	0.0022192690307401507
9	0.0010467582350066913	8.958805953680593e-05	0.0007415084864169297	2.947790846834578e-258
10	0.0010402466734359247	0.0006913432236408666	0.00018127228383655973	3.262477312814195e-233
11	0.003007401816685688	0.001560822590257415	0.0005438682029189011	4.31182920454568e-283
12	0.5479245152821342	0.11007069561274614	0.05689908548077152	0.004733459372175869
13	0.6113582038590727	0.21378956915791616	0.07695381537973048	0.035221595771899664
14	0.155079079373001	0.09668837712483362	0.021318162825596832	0.040518068275242174
15	0.030274461684969525	0.03835329827123024	0.013160274915813258	0.010481637119559304
16	1.610385719246647	0.3192892185853007	0.05930804952675075	0.03219319157160955
17	1.012622290104453	0.35902651606059777	0.06294019095968105	0.14791179491934092
18	0.0762510964300755	0.016797688870436117	0.0028663601649907677	7.497179484356397e-05
19	0.6342039842869283	0.05563565465614703	7.134024763636113e-08	0.019639638862812423
20	0.006071621067522795	0.0015924099669360357	0.0008518142736087801	1.27669644680761e-22
21	0.0038622935327640574	0.0010185488387658879	0.0013546750495322722	9.110572509985501e-42
22	0.005841770441975835	0.0012861614830776546	0.0013518479562608003	8.18800546666112e-49
23	0.006054300031456721	0.0014615436972403263	0.0010672176828577019	0.008767581116884802
24	0.8614883410358356	0.11130553468063727	0.09849568599361837	0.001137490891398791
25	1.0965121885135558	0.2752759938235893	0.21633763061182834	0.03073635680615737
26	0.5588154731137389	0.07493713118076267	0.05316836943861184	0.22198617531004064
27	0.07085685054476513	0.06162264617955062	0.03291096871931343	0.034723925482367926
28	0.19470744192621342	4.827882272178715e-21	2.9511807770967195e-28	0.005809471850077094
29	0.1567549742796144	0.016390089719314018	0.012690156230185561	0.013489547626278261
30	0.06973713520361671	0.0023326497854376234	2.2414172962410385e-09	0.007681878384815479
31	0.0477310081957514	0.013859854427294156	0.00587653598396753	0.007014997155250735
32	0.20323467432472328	0.059903863617748195	7.742771515908071e-08	0.03513071147461761
33	0.07411141107295932	0.04485749559719573	1.153705543605311e-15	0.049788029074496046
34	0.01804893436765531	0.009994673055450537	1.4815033197341358e-15	0.010561414838372692
35	0.10768218920630594	0.4188449087959703	1.317805395519506e-08	0.05471130415669124
36	0.37090074548535823	0.06720466526567329	0.06634679424998821	0.016420425527874247
37	0.2331531053894255	0.2414533120394414	0.029587825850342524	0.04051602169370619
38	0.15037279042677262	0.07564952631917544	0.05670293673645978	0.0587613432246865
39	0.08315817203449033	0.04877308117493934	0.05544934764100668	0.03376543100461046
40	0.2382230874167163	0.07699978157186123	0.04995526114547393	0.01819085964151277
41	0.2742172137095176	0.1743011649926635	0.1708179310505937	0.0666359487353935
42	0.16083853842086085	0.0705870845383703	0.03315206204980371	0.10198759328500275
43	0.11601461225258727	0.1597660131986052	0.06185953905881486	0.030651348911058078
44	0.06825805504382339	0.03744248530757644	0.013677264608747521	0.011367723715634319
45	0.13666985557917033	0.11640616530953454	0.14720647016977798	0.047743889078133296
46	0.029077306853003353	0.02179710190327686	0.016053021080870204	3.3424026471435687e-10
47	0.04482518401141984	0.01860204748625978	0.007988241914621193	0.015239293006040912
48	0.43825841431994017	0.056181611648646636	0.07300437887690367	0.0030388764223511135
49	0.4699535487217604	0.12467224029213632	0.18752658256623952	0.029915590388035294
50	0.1859264390554551	0.03885541478253069	0.053633867303816925	0.06545182988655623
51	0.08158794996978688	0.07199489214621758	0.0617550064351987	0.03055486044681015
52	0.11287018127546551	0.03495442792894697	0.03589205700950093	0.020023603169290926
53	0.09920045050577246	0.07424099058719934	0.08096671700175304	0.017624229508590866
54	0.0348588342581091	0.025568455191457916	0.023684998603847287	0.012725799705145136
55	0.03466424737009782	0.04172499378485466	0.06097295645973457	0.027585041068882564
56	0.037391158027432224	0.01574544033100573	0.008056892639093888	0.009235198322447236
57	0.0406725661804973	0.035478693881338355	0.02137839633703249	0.0017375957299684826
58	0.02931455276742373	0.059005628205744794	0.016977169234826082	0.021330336832736184
59	0.1301986024825241	0.17764746255983377	0.02631392532092791	0.0006878887602817954
60	0.7449004964110948	1.7419793674670914e-08	0.06544261556235921	0.025044633480521376
61	0.4335317358793296	0.04029806434797424	0.07265152289342026	0.07717733906993884
62	0.20188662097890184	0.043367970143076626	0.07269495904113474	0.039880138872354504
63	0.17115656662144973	0.04250457675448713	0.05452134202228522	0.028620629208849818
64	0.09183480898872763	0.06499130848300491	0.015175244860073923	0.03270117652252605
65	0.12328404972336862	0.08186000816620852	0.11803929028363849	0.03024115889286202
66	0.0596986344404074	0.03548561208414381	0.03914378099722211	0.036950511126879144
67	0.05302423881752067	0.0859416996996425	0.0850094744280955	0.013462102674848613
68	0.06773782454097475	0.020409927272505846	0.023645172019110726	0.012675581558175688
69	0.09758867741885997	0.06485831566783389	0.09216229979146	0.001718640507839738
70	0.03541913259900624	0.019063001798780826	0.02039844157755486	3.2752042603484326e-05
71	0.029026964182392128	0.07709714217320882	0.05047903818149644	0.021045544272223864
72	0.2744920414930755	0.024057247424210948	0.05960334615316607	0.004503792012161835
73	0.29639426826863485	0.06239946941567374	0.13166841637373028	0.01614694848037993
74	0.11782050033997879	0.02259048006500444	0.04582622055240773	0.0405107312594041
75	0.07426333733164905	0.05819210079492392	0.04638601329550317	0.037380886689949995
76	0.6449162123614463	4.0228567154844327e-53	2.138947244541542e-42	0.0025319856589197626
77	0.671386483518007	0.05167729968661509	0.05689963078378581	0.09545300899011165
78	0.20195969723149312	0.01572933294295042	0.015915302276325625	0.026982211295275227
79	0.24301964269254261	0.0386575307060343	0.03319916244988645	0.040727154633687146
80	0.0585075770139321	0.06426711881173508	5.514539665528832e-13	0.05688258828682028
81	0.06391915857963124	0.05040740205708078	0.018216289185190377	0.024161382083805603
82	0.029245912731365356	0.022875598081117707	0.019745072991719195	0.015904422394954116
83	0.029598134003836124	0.05999629468523308	0.04753465084161996	0.00935008876419387
84	0.17181547990099713	0.01863725972307418	0.046972737940970344	0.009511424097206735
85	0.14863686310825328	0.04182440567499969	0.06676876282565336	0.00946825738526336
86	0.10577734967627987	0.02943953572081776	0.05808457091273771	0.03990398996456007
87	0.06632912420390956	0.04281989292227277	0.049503431636074215	0.028423778890964257
88	0.04687160685554092	0.018281895893491617	0.029156917138613014	0.01856589278599033
89	0.0699235434044516	0.03767258787775627	0.06166029259189298	0.010457432441845037
90	0.03289675344187723	0.018630483094202677	0.02462168911883868	2.0814234687803504e-07
91	0.028273753740554904	0.035746072099784455	0.048891431982838934	0.0275408962512496
92	0.035094393454189764	0.026498717163520334	0.0194100372834085	6.335843494156032e-13
93	0.03873560911539575	0.041836437234619474	0.048739789717295486	0.029052548572854206
94	0.020291704547216224	0.027263968351849584	0.012476493919708601	0.006526264120887728
95	0.029448528533012407	0.0632413955389405	0.03633220889773247	0.012557258514196683
96	0.16885154111631767	0.021260217977880563	0.030223506003493	0.02156281493524455
97	0.1937201255180288	0.05251035926840338	0.0651201845174328	0.03179130373426433
98	0.083636631219582	0.01469599795296213	0.03125627129897391	0.005205070429754268
99	0.05253913123316615	0.03156846316009554	0.03855905372572858	0.013657363919860341
100	0.04752243607217677	0.012960734940884518	0.018210496474696827	0.018357061300055804
101	0.0820369924631608	0.03304566461660204	0.04317735936506415	0.035384687507974896
102	0.04096613224064401	0.03867404520074312	0.015241007630871389	0.014322046182884298
103	0.08877725867840211	0.07845219935026738	0.05186707475097044	0.0005410344542994341
104	0.03913353326440221	0.013545470918882911	0.019999699327469592	0.03454152406626657
105	0.053184837713278955	0.030229216409915962	0.03189015693993981	0.02643360655667147
106	0.01885411008880502	0.015540763441587177	0.02151075756776976	0.013636565155613591
107	0.024770200768230343	0.02472125488018261	0.031789279039819346	0.0065335434942218
108	0.10577065017141792	0.01150352122431109	0.03492500155071135	0.000555430405260845
109	0.099533634683323	0.017795905585612764	0.04797001607974886	0.013032922609496123
110	0.07208708564264872	0.014611643596290157	0.038194369932657526	0.018056978365744953
111	0.044168629150826304	0.025319599106547835	0.04269759054770925	0.0369874432948572
112	0.03561545017928939	0.01652596356681839	0.020890527338606864	0.007059288741799965
113	0.03868618845925615	0.03912969111673341	0.0355312973337341	0.015302956709636646
114	0.017928897415498416	0.014597991254955025	0.01859202790264564	0.020706576740018627
115	0.020536631084554138	0.030454811093457598	0.029434459797354467	0.00900575609867395
116	0.02097320684606027	0.016756868280554806	0.019757235618412573	0.011420103510088708
117	0.05283989236648798	0.02941447551722983	0.03468721987623058	0.0001091452814146375
118	0.037584007316199694	0.028778224051060095	0.014351601065302049	0.0403843290085816
119	0.17013776943142064	0.14558051410687478	0.060280163212518854	9.090781064103442e-05
120	0.15660205014730944	0.009302716943785604	0.02243992435419177	0.01879703428331684
121	0.16639755461619013	0.049283183814004726	0.05698088928954879	0.03798672766094923
122	0.07293338973125993	0.01695637086697035	0.02178150598294553	0.016216629683742965
123	0.05668825040253702	0.025475727617034462	0.02868248368866952	0.013447755412755155
124	0.02558253237143153	0.015197459465845206	0.013964717166044452	0.004967228988919507
125	0.03199892988396931	0.02038460658869834	0.027868169086869215	0.01074826547590719
126	0.016323100483380634	0.015432430649737624	0.01602365041818191	0.008997582479882986
127	0.06860827234980657	0.06402513913106145	0.0436828392986056	0.03266515777290174
128	0.01774374941475596	0.014226761610146655	0.017162829891175953	0.008101211816603943
129	0.0277916635097233	0.033415226816305675	0.0384851894737326	0.004637252538234579
130	0.015230160757730793	0.017599662024675868	0.02261545666795574	0.0048966581340447145
131	0.02293351122957531	0.0369858546147731	0.034716643020153905	0.0004916281176343234
132	0.05339071973207315	0.01519290085631236	0.022964209705630304	0.0018738865066333101
133	0.06242911276897986	0.02979368429981797	0.031228707169249942	0.016032732197041988
134	0.04928472552171215	0.03350391300211829	0.03756069252529982	0.019702109308943644
135	0.06417698385632228	0.03953386114043076	0.027199230135678244	2.085400342506872e-05
136	0.22681248608208884	0.0029490086093500985	0.01957163300233052	0.021418494769118827
137	0.32983163735030674	0.05783608779760252	0.0511586397366337	0.06969572512865292
138	0.1294314771345458	0.005828840475269756	0.01569084971603374	0.011695986198257029
139	0.13390899985393678	0.03878426202586973	0.01575676045632153	0.0362317882784581
140	0.05135222039675001	0.01788860130919468	0.009903496499057357	0.008586814093220506
141	0.04488827091197586	0.027246904697400216	0.02214462792768886	0.01881783881080868
142	0.020533491641499677	0.015389755921103735	0.016029712779741495	0.00015679398336918533
143	0.027854170599848706	0.041169183843492704	0.042010884796986184	0.009988692338273004
144	0.05483382085709711	0.0125889621492325	0.020395726452307476	0.007243412188413931
145	0.08145774259097129	0.05031802388013504	0.04893707472188078	0.013498008678620322
146	0.039667806020207176	0.017186868887797843	0.0204654314227723	0.000989732852627826
147	0.063479251528802	0.037895869657302544	0.03857363093607747	1.0570323602663646e-08
148	0.02022412800639249	0.015856929079432244	0.01599775632955529	1.255185428438927e-06
149	0.021069872245203295	0.03583409466003718	0.03715775547978886	0.013018593723612963
150	0.013579121039833568	0.017747168284666895	0.015812019482322782	0.0019456029009833056
151	0.015444941242789662	0.02502219042234967	0.028328340229708086	0.006328251361316335
152	0.010849421352833222	0.019797683614454824	0.016390211573134618	0.019636764823650933
153	0.017310394879042314	0.024670422247081162	0.02702167421927265	0.008817100965894907
154	0.013393738391109402	0.020545837374007298	0.013970453062561656	0.009284088560614178
155	0.017467036527543185	0.05851379987128418	0.02636242730964989	7.093946781665086e-11
156	0.030885917487359065	0.017711532118303945	0.013781592021210076	0.009492208407894899
157	0.038404628419429314	0.04332400829180785	0.020025276803670836	0.0038703872873187637
158	0.03363642637302997	0.01641015667521492	0.02423632186437663	0.008663599624701895
159	0.026478647460910314	0.0243241360669291	0.027205806315044184	1.6611776871029523e-05
160	0.022595161372557408	0.01803773394401084	0.019103600092699246	0.011385454317577896
161	0.03453380309552022	0.06075940323438419	0.029342101744195756	0.012710864855762689
162	0.02855419980618053	0.02943158765219264	0.01869470483065675	0.01473817880050217
163	0.06685048140339085	0.057558418267970805	0.047447819738728594	0.0011994983419909091
164	0.02517373526162635	0.017851547740153254	0.014511633052991569	0.010929636441233528
165	0.029877915046607636	0.03132584690014729	0.029455932834347328	2.84815506135838e-05
166	0.016191847239701736	0.013996540549288486	0.01557559726185478	0.0069529746384984934
167	0.016972183741682197	0.0243455373854093	0.026483453922977396	0.012435996652942677
168	0.024662310613740232	0.013350708979605596	0.014143178963340549	0.004448660400474695
169	0.04853398205161623	0.027195900586965624	0.034613364706610784	0.0022931421103080016
170	0.021750410076126533	0.015193663726309373	0.016976836793161577	0.010192395407427874
171	0.02006295095637409	0.02819644882298189	0.03577617541965038	0.00853214866861002
172	0.010145436226244465	0.014734896860673497	0.01822627083075467	0.023351860497160884
173	0.014068255546405397	0.04517606966318612	0.033313132177140055	0.0025067421187868998
174	0.008276040333747658	0.01607602981280836	0.019175286109823844	0.025319584045225735
175	0.013566040401740217	0.03372130491442532	0.025851423486234797	0.0069866326185735825
176	0.009460700680039633	0.02482904941068171	0.02214710122155246	0.01860032611686946
177	0.014248706130236695	0.029533022248157636	0.02557785199618966	0.008643772301953097
178	0.025437897598593346	0.026027134786732752	0.011828876633679701	0.02307114686250233
179	0.1471244251158666	0.12187585222785327	0.06984768786134718	0.03382964370920069
180	0.07504336028276433	0.016360477026487474	0.017027491193425257	0.006737604503979794
181	0.07748029099396235	0.04442034609610066	0.03190040796688366	0.009528051959369266
182	0.036428677243157494	0.015471165418066842	0.018432184121048408	0.014582348207200184
183	0.03257741175611184	0.0316501036051602	0.019913851917327127	3.1366837183007225e-06
184	0.014858082055718376	0.016034842965671977	0.01697985995486486	0.018080899102940386
185	0.058441333773537475	0.025113510825806935	0.025702856396598833	3.9306212256939056e-16
186	0.016730151694888146	0.01670522081836412	0.019465568626887315	0.010348036840583804
187	0.019570878678724906	0.04004088292927409	0.04679719811612773	3.0744811326965337e-09
188	0.011085881408899977	0.020336028037220087	0.026668484094432898	0.0011533563379921312
189	0.016469776662033708	0.03647057222959099	0.03590930699992509	0.005740208093493984
190	0.01083933775822838	0.016404384013382633	0.017131979754601456	0.008719142649177062
191	0.013754735693538179	0.032526157250984664	0.031306542137613365	0.000721524252025053
192	0.014309075865760117	0.013999836930851243	0.013945544926234048	6.27606394168945e-26
193	0.025558851458709744	0.020926687996229622	0.021423966027976415	0.010216597135607542
194	0.019039381124913476	0.017301633208235544	0.014211507705200927	1.3099568265359387e-09
195	0.018273659386383794	0.0297197101369296	0.025337464838012122	0.012418907129835859
196	0.09950851240648191	0.012682132947999919	0.01349316885904963	0.018624075651924067
197	0.18037961264269328	0.050456881919109096	0.03633813976866553	0.057923521934329376
198	0.08264900871310889	0.010051658316793959	0.014459380727914422	0.013986913420153714
199	0.08352716492463622	0.036697058253088645	0.017631775866322186	0.030770891738501446
200	0.03402444133110353	0.014565676465008674	0.01462998153417744	0.005040226525949504
201	0.029335484221719686	0.024586358603726124	0.026645965870958604	1.2281697334829769e-07
202	0.011672724373605647	0.014334437427282186	0.014641810969535441	0.005734483553874723
203	0.015963728365594208	0.03437497200045648	0.03924843653527295	0.018115033001496843
204	0.017978692261272244	0.015204012831468383	0.015733804475294724	4.024951495398585e-15
205	0.026868991332412825	0.04615496935797686	0.040807990417800075	0.0001317306156461046
206	0.021560727373716473	0.015931202094919834	0.018712871426635646	0.005632140679989142
207	0.016844333103640544	0.030365463193779262	0.02977570879211717	0.011096496239123569
208	0.012032160823344391	0.013602426196578036	0.016973815370768	0.00856345687636775
209	0.018064761198658442	0.022581983727460016	0.021309624401471605	7.026461335133169e-06
210	0.012938809431221904	0.013834194535295125	0.0150631420412926	3.204083180303365e-09
211	0.012947030588865744	0.02311571104367955	0.027659989352624797	0.005059012430578238
212	0.009968527366057849	0.013902924772532957	0.014895329451891936	0.006475245721798692
213	0.02513533404168115	0.024449084803729763	0.029908651666942964	8.492855849016168e-15
214	0.01378624850642515	0.015244383052900603	0.014285970118326035	0.003214833879776915
215	0.012987249128027496	0.03864183979420226	0.024722492639653048	0.018467689604548584
216	0.011007155075471273	0.013241882682421336	0.01404423786443199	0.0030929530442822713
217	0.016568293847575084	0.029119188179845424	0.019728487283606076	0.009273139783704065
218	0.011476635807456757	0.014178057204263293	0.014326635296259563	1.2244922151960193e-09
219	0.011098801600353727	0.021575978152698332	0.02215435445524453	2.0471556562170118e-10
220	0.011562586467176662	0.020299394841878947	0.016173160480514127	0.012703371448784305
221	0.022339272150296945	0.09101121401616348	0.04368128928390067	8.49365431015926e-06
222	0.017048176532990598	0.026739138287251708	0.022718292341647062	0.010512235516210522
223	0.022508560039301146	0.06031171211533301	0.04933511800622777	0.0048172345942939865
224	0.014543664373019644	0.017363028649944812	0.01612384700822614	0.020839030447086935
225	0.017527123343387636	0.02657928961030873	0.024083121879974224	0.004174960595174555
226	0.010103670386379457	0.014384833395704226	0.014243667964454356	0.010070925295138707
227	0.010170794436496022	0.022617164136890147	0.02078716489745472	5.976365670200554e-17
228	0.009292865468321546	0.013790269924617267	0.014745428858401247	0.01191609150609506
229	0.013841054825728562	0.0342143443906416	0.04078106693677553	0.007545763939312861
230	0.012359885651470627	0.015159203373531237	0.018764342751693152	0.009847597779364455
231	0.013116478304817224	0.03055173364450126	0.03438754471987703	6.325553169684553e-05
232	0.010122674191015667	0.015189964504073191	0.0169734166959866	0.015863849131744934
233	0.014943353480545887	0.03197282083305704	0.026086637293203086	0.00555515707185786
234	0.010726792039746752	0.015036212705659881	0.01665925915050375	0.01945188639219336
235	0.01093029591345909	0.0250256819785126	0.021451274694873325	8.344508608989117e-08
236	0.008081404330751775	0.024123478121656522	0.019672552435004098	0.009880031346832756
237	0.01153856856485744	0.030694437356560616	0.028957437394715218	0.003987495313426634
238	0.02092017228871005	0.024725863534866003	0.014307175389352203	0.0027971226041140973
239	0.07669236492995796	0.09982765145933471	0.06525309348590909	0.022501009267571297
240	0.03930208931425573	0.01786866755516216	0.01526599773105783	0.017001082830303178
241	0.040717954188783885	0.040458027158694204	0.02762359961923108	0.006578037497051297
242	0.0206452906045139	0.016648472447449606	0.016079767818700116	0.001084370198410245
243	0.01686598004547406	0.026531833371526127	0.024692356713676478	0.001673464952527649
244	0.008790041463005199	0.014160468964584077	0.01488790213493575	0.007736659998878354
245	0.010485773829402176	0.031143865427829893	0.0343491615057201	5.10826080241223e-22
246	0.009107086276109894	0.014262020226577255	0.016593113370240435	0.003544580176457741
247	0.011473765953985414	0.040622571667444984	0.04621195429286868	0.0067372135234509386
248	0.007926529990270964	0.021925023689546547	0.021478605831264368	0.014068174627715816
249	0.01073175714164817	0.03375875726326094	0.03268809060192604	3.068614053675041e-05
250	0.007338011375759962	0.014545396207374757	0.016325423976423777	0.013638974289963619
251	0.014161854580032806	0.028177520572818505	0.02560478160058622	1.3615395338485525e-16
252	0.008804894691704396	0.01292673331693393	0.014291587269638745	0.01258828771936118
253	0.009543163559331564	0.025356104620749918	0.02959264081012513	0.01460435338879257
254	0.009796080746209239	0.01639388879169956	0.013238674344787649	0.010077711500683312
255	0.012983603108624921	0.030106914365220894	0.02894222267933102	0.00901092920660703
256	0.04462308022021709	0.013530216867359262	0.014554237300131802	0.011321119417702424
257	0.08667492774569285	0.054194964497991424	0.030985236516133694	0.03563584479755602
258	0.04860127182102136	0.01075897763222154	0.013240621494904152	0.003088799565573235
259	0.04746184445409365	0.038374920456170726	0.020185498694623837	0.03274765945241483
260	0.024221751106895468	0.014353056194075233	0.01703761592953344	0.001753875092095461
261	0.018445820705738847	0.022373189532739736	0.02735183839897479	0.01956290061876381
262	0.010542648272188815	0.023787071521456163	0.01761007548958787	5.837921036525205e-12
263	0.027462589587053093	0.051740257245118784	0.03017355469180292	9.13578810685788e-22
264	0.01152238387367736	0.045248160108625146	0.033152090159587325	6.355249267502297e-17
265	0.015528166929942126	0.05721178338098347	0.0530016450237962	0.009375386727831515
266	0.013355884961767817	0.020730270730369323	0.018901919841481284	0.005470257162409486
267	0.011915977214461458	0.029169276249405688	0.02707276482981591	2.6234504609249477e-15
268	0.008260648588586793	0.014606069803278469	0.015112884673959782	0.005840664745160007
269	0.009944702051519856	0.021419687537547524	0.021974547132179945	0.00016641487493136952
270	0.006068733936397799	0.014295055384578342	0.014853512817265503	1.2535143663004769e-43
271	0.007631290654380605	0.0264186011359529	0.030976005746708907	0.011854068337669462
272	0.005550137449268923	0.019052512731743663	0.023903736925286904	0.026932441322227486
273	0.006853643894191867	0.029516427618894274	0.037418728057168865	0.01607261804151458
274	0.014275960297639482	0.014988429597058806	0.016571155827920337	0.004617024591132103
275	0.023264262525673894	0.03316437582731575	0.020797225690335933	0.009742548678312176
276	0.013834141689463729	0.013328928756807695	0.013420892594421297	1.8371087426966e-05
277	0.014604604107137707	0.027744238629175286	0.019285799469816237	0.006939602925180114
278	0.012261359149971349	0.017431252051015117	0.015145712436496683	0.007853460135787313
279	0.01019409256358749	0.028078635594569887	0.02994070949786151	0.013262359524199328
280	0.010608241004317438	0.04073201373067673	0.018733626306775105	3.430968772672792e-12
281	0.019511438871231863	0.13320107524076025	0.08125354687403835	0.003920105485086197
282	0.01206044832503975	0.03010331971166214	0.020639748284963268	0.015547078956407716
283	0.02635145596702254	0.04848923907369077	0.03040249723859509	0.004394952848396014
284	0.011955623597561488	0.01944333767017554	0.01564753591142391	4.338399952342313e-32
285	0.014498459680910175	0.025419771516503934	0.02338764180535121	3.9304133132981836e-06
286	0.00818452328967273	0.014691341289238954	0.01537183722403521	0.0022981923403852735
287	0.006203337680758391	0.022085095138558095	0.026114424862241907	0.00636610597175155
288	0.007416409605150325	0.016921025461605118	0.018388036079486622	9.624871960387085e-06
289	0.008200475066356008	0.04640670244623888	0.0563982650716232	0.00461365976258022
290	0.006686113649518142	0.021103114040167018	0.021118947519535837	4.397582880816103e-16
291	0.010196139901919386	0.02692847236148727	0.028888937902318893	1.0995298519190217e-26
292	0.0076594812462394725	0.014727794115916635	0.015433514805368372	0.002577825851768083
293	0.005029195832017486	0.02431425958357434	0.021783843519269354	0.012463238491544012
294	0.004966572744329914	0.014129540178736476	0.017039719770219227	0.0009639739579983716
295	0.007383820431101783	0.025265572785425783	0.03128527354780518	0.003631531794186281
296	0.006885270548072416	0.01683663940337745	0.017034179683445845	1.5324293716468687e-17
297	0.007271448718645487	0.02813718383532804	0.02966607104559413	0.01014101758112603
298	0.016726607860065235	0.023715566959496292	0.020153407832425148	0.017333494788440547
299	0.048525660807544564	0.07278983033280997	0.0369894676963279	0.01730392351135241
300	0.028195961533225126	0.018571133138514145	0.01598760822229798	3.537939945973745e-05
301	0.0264124123276705	0.04408205109649624	0.02199994535190355	1.21973234502484e-07
302	0.014444941639556843	0.01560029703822031	0.018967977925162298	0.012527259491983122
