Mass (u)	Comp_1	Comp_2	Comp_3
0	0.0	0.0	0.0
1	0.09616037012598709	0.09906533776687045	0.0018635158391525181
2	0.029510862712892067	0.020049336977355437	0.00026308251081451567
3	0.016522729425861273	0.008613064221193241	0.001994024911256097
4	0.00022745602348670004	0.000648347393106488	6.191138913915564e-34
5	0.0	0.0	0.0
6	3.3623978008036357e-07	1.761585543493146e-172	0.0026188824548024803
7	0.0009825577631117606	0.0031158903726456566	0.006947587506689068
8	0.0	0.0	0.0
9	2.2840517759807924e-19	6.942464685446057e-95	0.0003601014916072337
10	0.0020923394072380973	0.00042314875339832347	0.00020496243060997259
11	0.004705831472549705	5.882297463115871e-32	2.0849262976843056e-36
12	0.03485728837116193	0.04549654817777347	0.003563537603821681
13	0.04633643586655582	0.041879292785194075	0.0032492578573703394
14	0.07084780619464139	0.05434788986954381	0.0014658205894487121
15	0.12376322014672049	0.06473862929316461	0.01445223472905742
16	0.01706122088925546	0.014154059811315732	0.002735759620895294
17	0.010081997833851785	0.010836920260737348	0.0026721707999836195
18	0.027193333704102363	0.007729871967149106	0.03227635323835816
19	0.06233896294523689	0.007615089344554615	0.01333303747546606
20	0.0018694877394201544	9.240412779331127e-175	0.001376851636556286
21	0.003042576821767824	0.00196185193627842	0.0005023264409498976
22	0.0012202805821633555	1.152403901287305e-182	1.5284129185739854e-15
23	0.04415976005669978	0.02755288284703131	0.19852230710290444
24	0.012863771487262901	0.014389291498515613	0.016745424511382768
25	0.024449572218217863	0.036704602840258095	0.005912529733269974
26	0.11038446385413009	0.0932095944699827	0.008158852534765398
27	0.7190041382438654	0.2161388414057017	0.0010283226193074928
28	0.19382482356216002	0.19500672687806464	1.336276721313577e-10
29	0.4165503565265426	0.09182148875835187	0.008993553103350548
30	0.07603656964437579	0.039917818972139134	0.01664203222053704
31	0.1119470231421411	0.019748163007429865	0.09012395394839343
32	0.020404457401782206	0.006755456635037743	0.011133566853954701
33	0.012570813649736669	0.0035692773191073894	0.006565493457871679
34	0.00635110940980472	0.0029914767031859607	0.0021314024373683513
35	0.007281460762283081	0.0005422295840837054	0.0010262084286343518
36	0.01014842764353974	0.020776664231649155	0.002011100699545058
37	0.050948502337926395	0.08349219507043305	0.009422528770454843
38	0.09632358778517411	0.09730007059696875	0.026076821306988927
39	0.36455525539924016	0.2118002975264528	0.12170022546643844
40	0.143271498875917	0.05998539350976249	0.04593975713779886
41	0.5040357614923577	0.05375689255856724	0.07966001451168599
42	0.1918301273295539	0.035485843758247565	0.016166295856272803
43	0.41510654551539045	0.025680541327903057	0.06085644357560557
44	0.14051615731030082	0.04856056311805062	0.028689266028414782
45	0.1668407285953756	0.26408838025408604	0.0012044278750369052
46	0.040738477530930274	0.059490470354896664	0.025176541840193696
47	0.044436853218422896	0.060820821134659676	0.007470353480563586
48	0.023228657627762377	0.013850726528248463	0.0040996787183407895
49	0.030635183774331755	0.048515163808012074	0.003952952933137646
50	0.10873152876788549	0.1548943249530258	0.04664998834911617
51	0.18339709981496094	0.19624263843818268	0.1139314614886056
52	0.12128172528043898	0.09150612451059086	0.05898135177212505
53	0.23972745233718695	0.14289573508265374	0.11384850056649842
54	0.120096312963203	0.045762191307802624	0.02317196202925413
55	0.34502049133695384	0.025009626594763513	0.1015884590425625
56	0.12002444123005858	0.014520997815153914	0.016847603966078827
57	0.252994463251429	1.0097034783956955e-52	0.022734704405433227
58	0.08223532431572236	0.005330264091481006	0.034842821677992915
59	0.08136542370977165	0.006495770223366532	0.01863107352102532
60	0.037369327632107104	0.019418725922809705	0.008081426650790296
61	0.15869635466011803	0.07420382071131608	0.036714852939138204
62	0.07897716108712487	0.15198138723038898	0.04889011371315745
63	0.13584804206585888	0.20769318556473093	0.1084569518023398
64	0.06620888892939833	0.07960780867312356	0.05262549189264239
65	0.15731235528980916	0.0908920129316574	0.1261232229097321
66	0.09212136649352626	0.06367930345477726	0.06203745683960171
67	0.1589761894332317	0.04260836506580455	0.07121363348813996
68	0.078819125225303	0.021980159604183112	0.0361589170699768
69	0.16584026657642256	0.020219363330295007	0.07282383415348578
70	0.08074124958092223	0.019562755561449135	0.02319467974449877
71	0.11318909036267348	0.03163528886682559	0.041606430336458215
72	0.0459621722799823	0.05782565660774119	0.019152389786830093
73	0.11007460797231298	0.04531538895665117	0.010790885256081538
74	0.07498091528953126	0.16138261922010297	0.050546615933060125
75	0.08564329672251737	0.15087854814119656	0.07241361768058809
76	0.06076381853463727	0.08627638727092408	0.04795890167323982
77	0.21955468359333377	0.12741231475116713	0.1416324928063996
78	0.10639867805842733	0.061996063799522515	0.08215496668313778
79	0.14022796134865445	0.05089147333378836	0.0956574866341871
80	0.061818060919268114	0.022817554451900576	0.04581720595584195
81	0.10943848424087978	0.013878781386967905	0.07364572271912075
82	0.05290322070853562	0.01010553590999062	0.04280512568971295
83	0.08311961846328049	3.673620491502751e-11	0.07533995164785304
84	0.040186942978161666	0.01999599625713117	0.030092763775275633
85	0.06793084513837411	0.06572139480591616	0.04129790146010274
86	0.05779559345501564	0.13632596960854293	0.04272767676821772
87	0.1197411624223448	0.13498861597386652	0.056045153799579604
88	0.0519004427287972	0.08181142688885391	0.032396292294487414
89	0.08390514710789194	0.10488327330932463	0.07227858352767066
90	0.049492900159040315	0.05758027358948583	0.04125427961520977
91	0.14792308599941545	0.05829402166361024	0.1482512737870123
92	0.06159754849834558	0.02775664895149435	0.054314490899587384
93	0.06360852744085345	0.02194483811688472	0.05996486645411006
94	0.040863580584663155	0.011803730409154015	0.043225271816061485
95	0.07236923658915759	0.008653132278129406	0.06676320634258927
96	0.03319162866821235	0.011470749350004975	0.03021840505580037
97	0.049796882402233726	0.035530421103227836	0.03793696937452066
98	0.04470192858101613	0.13156911979510424	0.04495674756696745
99	0.05451287238636851	0.09999247678951693	0.049980534504089236
100	0.03147666297608741	0.05097064490795571	0.031169980973914328
101	0.05388653853565681	0.07297235991986316	0.07822301432155924
102	0.06415841388705551	0.06359668134459036	0.06536391738394541
103	0.1029815280874892	0.040349784574585955	0.06992980699339334
104	0.08949309109293493	0.02555407136975674	0.037075994636339905
105	0.1280503381287022	0.05297750077882632	0.03768428187814897
106	0.04788384791421088	0.023046774755451537	0.022980154232437395
107	0.055881090517651895	0.02009774242286258	0.05045317194764842
108	0.032845527489316975	0.016293803061335942	0.030761319470096988
109	0.045051186574950566	0.052630739407621654	0.04100838626165193
110	0.0345324747643091	0.1041874015979613	0.03417543076254502
111	0.04424851964442358	0.09047033207977179	0.04373221022159117
112	0.031398937570291115	0.040258754290487364	0.026350584057356394
113	0.05444160972702191	0.0626306419756738	0.048460207750017026
114	0.03603068444364937	0.04849145765764461	0.03775518716120426
115	0.11803870893623308	0.08541697918707798	0.14346865691023575
116	0.062280199888300025	0.040214083439964535	0.07404309625697886
117	0.06888135102316041	0.024093740659644983	0.06330330971292628
118	0.05337108142966087	0.01752154830962792	0.027109783482072797
119	0.05947289254353087	0.01202386699047714	0.039830525071640685
120	0.04070771343057042	0.02332523273042641	0.02169310889046821
121	0.1375759068206326	0.029716549785831894	0.0393597001270198
122	0.03391516954668372	0.0980554243137411	0.025304738258110856
123	0.04217226003661338	0.0659905747446884	0.03091964525614886
124	0.0232533691098431	0.03389612570344318	0.02012551425727276
125	0.03330042102934028	0.04801879635531773	0.03098172234274488
126	0.04165749785574422	0.07014899592259473	0.053704943655284706
127	0.06445121398927184	0.060429218004157334	0.08727842534262259
128	0.08800186932986756	0.05932543696360747	0.1277205956751579
129	0.07452633827847838	0.029220969039058485	0.08641551003860733
130	0.047486821694596115	0.017219447844896957	0.04035812733503696
131	0.056926346389040254	0.013144498435505221	0.0543282748244477
132	0.03146593292367922	0.029259562688470752	0.031365616736678134
133	0.05052809513432108	0.04626535920752439	0.02867150202999742
134	0.03379453818237193	0.07465601735396456	0.019581131962305275
135	0.047130088238929634	0.05446008374187835	0.024615770556636773
136	0.03066121996015822	0.023758851502640874	0.01798259422196299
137	0.041959606929462316	0.0508372672741067	0.03284460255219212
138	0.02614959640939376	0.04220458110591681	0.027716156303836784
139	0.06621509699941261	0.08464789089220606	0.07079031799828993
140	0.029693342030494747	0.03982910742584926	0.0384090911606533
141	0.06272412546307436	0.03554669884288568	0.08182719937923069
142	0.03898384772842977	0.018200360118258832	0.04963551040299685
143	0.039570049734159105	0.01262647816192692	0.04142441206556028
144	0.029397870747775407	0.015430179634136574	0.03363267955410076
145	0.05300509811681122	0.01820350959488084	0.033506235811166164
146	0.0823437966375094	0.05626175249554489	0.012723617562555831
147	0.07865481226671138	0.03217654543432463	0.03531002926453089
148	0.02969793300048803	0.026087687687112563	0.01613937665075473
149	0.0423308471490395	0.046698660321085834	0.03593347193356185
150	0.036607557578089915	0.0853634359914056	0.04185287531352509
151	0.04641037326659407	0.07841427307460876	0.05782462161279967
152	0.06617263919054192	0.0809019708752998	0.0945041157775731
153	0.056986876372156846	0.04353366155887298	0.078779618024274
154	0.03758354125253875	0.02287430620367266	0.04656276573044805
155	0.045744480570660516	0.014687962996246485	0.0677665559619638
156	0.028125439051855553	0.01621296827173578	0.03025519378437236
157	0.03388366317023096	0.02261985432080977	0.036885297937273666
158	0.024919202177931633	0.048519729166047194	0.02440832213592047
159	0.033184913518827436	0.03174755822372453	0.034918594096765926
160	0.026519120075597737	0.01545511551322945	0.018576195737944938
161	0.04340631942588332	0.04550035281189428	0.024406934286893237
162	0.034300453989902585	0.05570289709385008	0.02186548723229052
163	0.14358526518206577	0.07249199213518837	0.042820874363808666
164	0.04626877041192626	0.05858518003438277	0.03691990514782447
165	0.07452139250585042	0.07225485472805017	0.08471341225769169
166	0.03776742212273323	0.03344927481908871	0.04757441187891723
167	0.037787700623644865	0.022564301105466998	0.04089108218958427
168	0.02686995264407735	0.02284722247103834	0.02910850272568989
169	0.030161364296187446	0.01889673809967076	0.03523689513490612
170	0.02291263265195026	0.04369767409918082	0.02153456562665552
171	0.041685225346589014	0.021818368912573376	0.03709965079729041
172	0.03076067497331083	0.01257429377616357	0.017665852781507667
173	0.0360005509281571	0.025093456198958305	0.02983636640475659
174	0.02522781603311393	0.068993336832124	0.02581913991729491
175	0.04179296036507991	0.052652029641215875	0.027663099446520834
176	0.04015816639644687	0.07357970713985595	0.04608942389066395
177	0.041193213858501866	0.04543778488519155	0.03603700729947313
178	0.04836747257529838	0.042715555840308665	0.06145268288818873
179	0.04410166530824059	0.025165603924478752	0.04321208630734608
180	0.02770207747968368	0.020213821772887722	0.02192015102156056
181	0.07368134554766378	0.02207353900325426	0.024584470176335686
182	0.026493243623029582	0.034142305662018604	0.019434436922465964
183	0.03838667407782003	0.02118992318337941	0.04234941110809668
184	0.02169214211984264	0.012233554714861768	0.024149905892877285
185	0.02522010317096579	0.0434353500405456	0.027919926179057024
186	0.022097958302512613	0.054562499551727935	0.023347256480194818
187	0.034872668135780285	0.08791355346403318	0.0373008938202346
188	0.0651520002757102	0.05598342138440254	0.014046642783908754
189	0.07366489656883471	0.07600256094731245	0.05687652311342607
190	0.03910496154097745	0.04045375048080491	0.03829872423567002
191	0.048495463854957954	0.028376461098980902	0.035251125432811496
192	0.027805555087248218	0.021704069718970223	0.024287046399411608
193	0.03344857556294388	0.016231690888872694	0.019012433603349255
194	0.02207225183395288	0.026353389664809188	0.018171830048789292
195	0.028469895256919567	0.015299863773246193	0.027303418045300808
196	0.022705454175125074	0.012498983404086962	0.015125242406414182
197	0.029569540413784002	0.025918028335240074	0.023115502628167556
198	0.02154008110533194	0.06023412639588672	0.016610670607606907
199	0.03980727370911739	0.054085852353602054	0.020204883413521786
200	0.028707163842331653	0.08267326445003716	0.030028194419234214
201	0.03134646487726364	0.05939253062083225	0.03323881732126947
202	0.04148187822459303	0.06625980952900998	0.056166095057774826
203	0.03682088377767686	0.03612302739869984	0.044085865383773855
204	0.02705113361317828	0.021223209930007435	0.024393911243820423
205	0.12142675361758748	1.4401676998397144e-06	0.0167739116632964
206	0.04917478027279236	0.020517566110977988	0.017161652180310256
207	0.056511644185608015	0.013307760026276124	0.023747007747907327
208	0.02394271854955426	0.015990646123981548	0.01496524861470151
209	0.027969525426331274	0.03837032885197414	0.01839246022248819
210	0.019161891724398073	0.04367783661798239	0.016468574582822786
211	0.02368336681974945	0.07576050446931469	0.024357984746627755
212	0.020438048402580237	0.04963401091743359	0.01869811583127358
213	0.03978483146463097	0.07485565865165128	0.03944420594848152
214	0.025101592134684058	0.04259495578342319	0.03324862702157166
215	0.039458927032355776	0.04570930219553046	0.04391728866278926
216	0.02421264457265949	0.026552981289711782	0.025918673179258125
217	0.028606675038770537	0.01594883508196767	0.023334584260451565
218	0.02005135692002838	0.018883188053190107	0.018396844915533273
219	0.025092870998491622	0.012265937712224523	0.024094334339588994
220	0.024109003727374456	0.015180547022162493	0.012281186061456008
221	0.030647205596026034	0.027721503782209802	0.016179905963340863
222	0.02311357615622284	0.05936210688440842	0.011242811730768604
223	0.08463856867881965	0.04711111670420407	0.022182084532003845
224	0.029393576913724243	0.08280589687675118	0.01800071855452403
225	0.0366331135904679	0.05865723774535855	0.01871625381743874
226	0.031956811138262195	0.07295353166732854	0.0337669196432278
227	0.028680568796016742	0.04296260975956076	0.032533865059735004
228	0.022906385866014213	0.032129814713955755	0.027938688407560454
229	0.02541041754012199	0.02165469034220579	0.028232208309664098
230	0.01794419218419691	0.016505362809018632	0.01593594991801622
231	0.04826548295315531	0.009772669200762528	0.021337247294389093
232	0.03427104504093266	0.008443449439708386	0.017729840043450525
233	0.032842367062496734	0.03389971947377776	0.01989967077748428
234	0.018358909352337555	0.037865767429304455	0.011362213848290961
235	0.028982244826652508	0.06490647146545646	0.012708688069132716
236	0.02000427171468552	0.05335603088140045	0.011692402818713088
237	0.028809445133389518	0.07589220484232476	0.021523388108764488
238	0.021358789887054253	0.04799080039009643	0.01355074913804652
239	0.033746550098746476	0.05980835555511191	0.03120144692539226
240	0.023602208911900548	0.035046345421138554	0.019631182521376973
241	0.04548883026071775	0.0218814586209849	0.017586196757069128
242	0.025239447011039928	0.018717066672705805	0.02620783054879721
243	0.025489656405402634	0.013220208152603713	0.018436521172845055
244	0.015573288466290474	0.016058339385848115	0.016573554483888156
245	0.02004497553468679	0.021538198317418218	0.01990932368321248
246	0.01928986954565643	0.047468444985579554	0.012127757250823167
247	0.10602093122280765	0.03293492262341894	0.000434916932772885
248	0.07049443785588479	0.06417539649901621	0.013653862947875009
249	0.06281856970976062	0.04546029012319928	0.026101011056294664
250	0.027657807785958916	0.07059587778119517	0.01735645999108667
251	0.031625877716848	0.04234467499990031	0.01658991105025833
252	0.02512149406484261	0.044415093798472895	0.020866688807423494
253	0.024475338807333588	0.027527380900719125	0.02120758326284236
254	0.017276802372399605	0.01890797299893635	0.013366149873303477
255	0.03027466110563295	0.014754665010579295	0.020888993136590414
256	0.026164574829391614	0.01339992468012599	0.01854843661015593
257	0.02566532648544608	0.03313782711819207	0.018757984855742628
258	0.018035518670730007	0.033332602883329204	0.009087001405556521
259	0.022878542629483377	0.06086635270763824	0.010560936048668713
260	0.015699450239253128	0.04887483264497867	0.010834583162643723
261	0.022271487079268945	0.0723668055628424	0.0206699480741746
262	0.02203658962553685	0.04820147743365935	0.01063160595374659
263	0.03162040700269239	0.06149827729356956	0.022382000581747274
264	0.02320723933297229	0.0360557982767383	0.013634460600222865
265	0.10072497686492546	0.01810155110757399	0.02922659563913802
266	0.02926123914787745	0.019992060514485873	0.009806474746350262
267	0.034718011891385674	0.012577392280644166	0.013249425915980604
268	0.01843404291460637	0.01923632573708366	0.01196086345908593
269	0.021291223536911017	0.021437633745013177	0.016149263055832516
270	0.015098077139002557	0.04034592616461149	0.010541700749175122
271	0.018538912766655716	0.034614367416465036	0.014302159350630221
272	0.014939272757532984	0.05954466860332252	0.009613119915009087
273	0.029351585347367933	0.043954145469448376	0.022607208538166626
274	0.030674976835226585	0.06641255163113219	0.013724043856590963
275	0.030091019895151033	0.04221208519230574	0.017386198523695193
276	0.020764490964033953	0.05192295982697885	0.016066852744455403
277	0.027465740794500742	0.03248189500511141	0.016350501982201775
278	0.01709084526703667	0.022555788201043148	0.010626816154820577
279	0.023500426834064937	0.016948954164093942	0.017515491038226996
280	0.017618498103735072	0.01705865239751651	0.009438051075711926
281	0.024421012855785962	0.029870219287044787	0.011107778361650469
282	0.017480482800631112	0.027514112918728975	0.007403079157116146
283	0.048556772449185534	0.04593812307471054	0.008294672450003798
284	0.015651566846705094	0.04103395569269608	0.007999323319550162
285	0.027001490306123966	0.06374029714171928	0.006860003108166635
286	0.014474129469719326	0.044196185220706626	0.009616163219453834
287	0.01887931640236476	0.06201839284230016	0.01745571831307376
288	0.014576963314158625	0.03581378175461032	0.011508997465604626
289	0.02337334840597209	0.0381968974653667	0.019130155933764693
290	0.06908639977969784	0.018094908186535977	0.0018641139013007588
291	0.057501515505671966	0.010451568395353862	0.023891808845946227
292	0.022067642375087158	0.020177855551600808	0.011273874460086762
293	0.028289700443661643	0.01831975483446521	0.014395632390942777
294	0.015061497447468113	0.03634664770885269	0.006769779766327751
295	0.022142459873181593	0.03189421911118994	0.008339871953223395
296	0.015412256359125128	0.0546163810118818	0.00335412505759933
297	0.019098289079348994	0.039210584796668474	0.012743237210215546
298	0.017255955235955214	0.0620660206421777	0.007739058894735797
299	0.022896222003146272	0.04112112999781735	0.016056999865734643
300	0.018344396517764896	0.0539380903926562	0.008378841345572173
301	0.030474179810738706	0.036213088226234064	0.005501704062528946
302	0.015914920126970163	0.031014490288422628	0.009512972206029032
303	0.01985091256462274	0.02313869287901875	0.016647195032279325
304	0.013651347158911175	0.0169725014654944	0.011374348893901797
305	0.02021611193813774	0.024462009467568786	0.014717613605390433
306	0.022920300057512083	0.0213962070576181	0.007860801826602867
307	0.11654033363116255	0.02470079980595067	0.013226381809439173
308	0.03317942816876145	0.0310188744014661	0.009355264642052006
309	0.045617789117277145	0.05048206610477217	0.01132153293782175
310	0.017562405485141028	0.03978009705317207	0.006310389582527146
311	0.024479132228474528	0.05619073611579798	0.009285076755812449
312	0.01409766123967899	0.037561178560513324	0.007381785923577986
313	0.01782358461244033	0.0437886505414381	0.013172101866067012
314	0.014104341337686236	0.029230986927375233	0.010814655761498228
315	0.02888223459838665	0.01872914145087495	0.022443184680062213
316	0.014266567675606391	0.02127893797231459	0.011120091102556162
317	0.023444890623883288	0.01852062423701191	0.014509414347712411
318	0.014062263300219624	0.03392987953181132	0.007418304510235352
319	0.024626007610491538	0.027068339961603512	0.009453020500734016
320	0.012932231046037823	0.0475895670862851	0.006569026164188824
321	0.018281621595455346	0.03551901541998475	0.01164713016744331
322	0.018045027196810694	0.054184146884735475	0.00588155644591985
323	0.02188733689907683	0.03763963334440394	0.01021424428629634
324	0.020452574597939546	0.05056926339802403	0.007912466598044388
325	0.06867007553077721	0.027619180662130687	0.013122960413422457
326	0.02131685084773824	0.032450614859473106	0.00842844907283672
327	0.033321141960624585	0.02313632054630853	0.007505882329080802
328	0.014809695017001617	0.018531605952686925	0.008222719131625124
329	0.01800540137301237	0.024002935386445164	0.009398917429412568
330	0.01195879889862483	0.020503749659813	0.0066334464139342665
331	0.015499618174436514	0.03497721964541925	0.010762992357989005
332	0.013366064379386039	0.02905586109442556	0.007910206583110159
333	0.02862198540839289	0.04319001468772952	0.013855007329699331
334	0.02011099534476056	0.03299838015043956	0.010204639415985914
335	0.02352981608956245	0.0501232957669349	0.012539882194134763
336	0.012720484736935678	0.0344584999732217	0.006340413083497327
337	0.023274345344299945	0.04487247685848628	0.00596484312443642
338	0.013626518169481109	0.031236419679296575	0.005489680520489712
339	0.018533143040444088	0.025739148900630643	0.011653777197178054
340	0.014198835988622394	0.022047473500438404	0.006876687045944924
341	0.019263224104110938	0.01622709676308697	0.0074514401183327925
342	0.013639697028578125	0.024821484428596823	0.007076920361323384
343	0.03609599984951107	0.019885672594446298	0.006684893317031803
344	0.01215143315636348	0.03763311782090944	0.005101964448941285
345	0.019954131398140326	0.031003135840181415	0.0065290737570610135
346	0.011173412930451586	0.04608769992497041	0.006324898416347316
347	0.01733040424042224	0.033386968603293016	0.013669949241127318
348	0.028219542502284718	0.04549380173998986	0.018167326066069016
349	0.13915569441057446	0.013395979087984886	0.007282728981789123
350	0.03145223309864014	0.03503903019788839	0.007223180800831028
351	0.03829629304863778	0.023008724067565926	0.013336903229112492
352	0.017301550549892217	0.02069907600641662	0.007048872469045531
353	0.020896025292597042	0.021153890597786877	0.008543203124950435
354	0.013036616618954387	0.019043383667368397	0.006268016265220735
355	0.015586668325425315	0.028988669057786375	0.0081194011383034
356	0.012271469663470019	0.02462897714062448	0.006805067696551578
357	0.027777105519787813	0.03696729751810342	0.01920111682714066
358	0.014212326134735798	0.030504670700012337	0.008364933521494445
359	0.01703808949499235	0.045112656409581064	0.011038177253882403
360	0.012918121238463252	0.032850456131118394	0.005928963274330225
361	0.021302552420741472	0.042945831385747334	0.007265988030883535
362	0.011938739954926237	0.02974341928125377	0.006951683462614238
363	0.017101339330303396	0.028096666808276913	0.013404338735632156
364	0.013974832474496946	0.023096068850926993	0.006158788985695867
365	0.020993330172595075	0.017818729724004074	0.00833144911155677
366	0.02220481170911238	0.021596579666387113	0.01171747739782574
367	0.05416754296866867	0.013380850546317958	0.01327869653811054
368	0.02323317337729818	0.02969815892400695	0.005125041525309815
369	0.027153682097190216	0.023896194711182314	0.006823786555191606
370	0.015631193204817904	0.03969506246172803	0.003877889853919061
371	0.017455317573209582	0.02858249759705764	0.010426701269077252
372	0.011410510039206337	0.04196894736003508	0.00537052829070671
373	0.017150387567246066	0.028842327544957757	0.010686831221676454
374	0.0114180356078503	0.03813895993864083	0.006066723105984449
375	0.01530332385634322	0.025444891157996696	0.010133036327859916
376	0.015767930697091023	0.022977176124566744	0.006650946636297848
377	0.01786158904973429	0.021568829991010553	0.010248717729090822
378	0.012348135670283297	0.017476507468761195	0.0063655397659203704
379	0.020931651938094382	0.0237907085865809	0.006005673926071412
380	0.012230333428742739	0.021516096866630575	0.005416940835178122
381	0.018535212193718	0.033558673915275034	0.00886915761907603
382	0.01267006923744674	0.02529276385819302	0.006139660987730032
383	0.016399362247248882	0.038639269901421344	0.005728826093542086
384	0.017461117951103243	0.028084116427932997	0.006486701404728116
385	0.03387135729248642	0.03609185774704244	0.006368743414147519
386	0.01441401483401336	0.027248013503499927	0.004892470992594981
387	0.020347865790124375	0.029023528876758204	0.005028558397883176
388	0.011364997846697006	0.023237587846785944	0.006307070162722612
389	0.014573389169053381	0.01943132957049121	0.010975329298394456
390	0.012138740906836682	0.0206825764782101	0.0075362057092392045
391	0.03517227755457896	0.01318791776391373	0.006621357789511151
392	0.06495356465351107	0.017434036843350337	0.005826723620593361
393	0.04083415318059425	0.01633903103884966	0.017379985673289938
394	0.01658199133239007	0.0315414713691409	0.005284014037386504
395	0.018520031085361845	0.02432272933979222	0.007773076313679851
396	0.011978206917681433	0.03739482016223685	0.004343301198959436
397	0.017265192194788982	0.026713516639637166	0.004515158543612047
398	0.012081022458815446	0.03457762857417642	0.004761412197481121
399	0.014868721044062196	0.026328316429390826	0.007358789640723883
400	0.0155130766471777	0.02332608721621023	0.009970322362730447
401	0.016893222783710853	0.0206589959583336	0.008661884235021913
402	0.01318609034105941	0.016565569094405624	0.005471537896742708
403	0.023265192192936338	0.019789366970376275	0.0037691854915211844
404	0.011450090962606827	0.019134761863954484	0.007761962796312899
405	0.015674004803787143	0.028133369006847164	0.013990060212577256
406	0.013427309625256297	0.022315820038102573	0.005960447178039995
407	0.018642501293320415	0.03227544115481289	0.009175331664145924
408	0.032052703172231	0.02170922708335331	0.011177541714672497
409	0.10615268452029902	0.020048670465399928	0.017822038205963855
410	0.0185194925331884	0.024100522664873582	0.00476344987899653
411	0.029174846259340203	0.027076020482828828	0.0040124428147840585
412	0.013037190360189792	0.023087164526179284	0.0057019059421682715
413	0.016064951461685385	0.020683961581618008	0.008784648028037296
414	0.011238159861582338	0.020242850250173743	0.0045612743217800285
415	0.012594451625296228	0.016530530742394144	0.008134753120146686
416	0.011935817566541026	0.022877926781254304	0.00734102129944526
417	0.026871685660037795	0.0158104758221802	0.020775657961230765
418	0.011422236231876808	0.028230959985119302	0.006120505997915383
419	0.01577183343489936	0.022121135834986646	0.00677612472782254
420	0.01281531586998423	0.03276991351296273	0.005021247480075098
421	0.019167791792047285	0.0223667629076677	0.005740270396468249
422	0.011016890958543997	0.03343078272410212	0.00444921942498455
423	0.01400171714606374	0.024939208218217414	0.004917786070829053
424	0.012226515966830075	0.02423612075615551	0.004240847383161128
425	0.0170883142911452	0.018752170099780804	0.007637639085454754
426	0.02147861562214999	0.016345191555567094	0.007192467517937072
427	0.04289974333352236	0.01594060337282544	0.0016691624676647586
428	0.016223707616329554	0.015175772737172567	0.003694730934062746
429	0.02584716942797906	0.02038965569512435	0.0030461766930742784
430	0.011329163152699849	0.01862197519216377	0.005755269085816323
431	0.01254480310915821	0.02760737945568427	0.005874951319773713
432	0.009240584670263513	0.022035160091485453	0.005122891612839785
433	0.01289954354835943	0.02955928929524297	0.008317736988895623
434	0.015617207607327401	0.02065711018537914	0.008500978246270545
435	0.028938420283572047	0.025686672169946134	0.011332682094693878
436	0.013690588413026946	0.0215021892568177	0.008484905627769093
437	0.016322540341717054	0.02088511981485371	0.009671786784226756
438	0.012227667274654205	0.019401198059553964	0.0043901160092972066
439	0.01670173511612127	0.014909197637665548	0.004725958923094296
440	0.011146559453211064	0.019411391344333548	0.004525307350496488
441	0.014768533799117087	0.01661156278309672	0.007534748431373309
442	0.011130760697842029	0.024216833437911513	0.004594673073173316
443	0.01415374935989032	0.019717391464476573	0.007315300840007438
444	0.013771552474348988	0.027050465980462134	0.005943213437173428
